item_id,vendor_name,title,match_name,score,cand_calories,cand_raw_snippet
51ef1dc9-60,healthybee,Chicken Brown Rice Bowl,chicken curry,85.5,,"{'name': 'Chicken Curry', 'aliases': ['chicken masala', 'chicken gravy'], 'category': 'poultry', 'serving': '1 katori (150g)', 'macros': {'per': '100g', 'kcal': 165, 'protein_g': 18.5, 'carbs_g': 4.2, 'fat_g': 8.5, 'fiber_g': 1.2, 'sodium_mg': 480}, 'micros': {'iron_mg': 1.5, 'zinc_mg': 1.8, 'vitami"
51ef1dc9-60,healthybee,Chicken Brown Rice Bowl,chicken tikka,85.5,,"{'name': 'Chicken Tikka', 'aliases': ['grilled chicken', 'tandoori chicken tikka'], 'category': 'poultry', 'serving': '100g (4-5 pieces)', 'macros': {'per': '100g', 'kcal': 148, 'protein_g': 24.5, 'carbs_g': 2.1, 'fat_g': 4.2, 'fiber_g': 0.5, 'sodium_mg': 520}, 'micros': {'iron_mg': 1.2, 'zinc_mg': "
51ef1dc9-60,healthybee,Chicken Brown Rice Bowl,biryani chicken,85.5,,"{'name': 'Biryani Chicken', 'aliases': ['chicken biryani', 'hyderabadi biryani'], 'category': 'rice-dishes', 'serving': '1 plate (250g)', 'macros': {'per': '100g', 'kcal': 185, 'protein_g': 8.5, 'carbs_g': 24.2, 'fat_g': 6.8, 'fiber_g': 1.5, 'sodium_mg': 520}, 'micros': {'iron_mg': 1.8, 'calcium_mg'"
51ef1dc9-61,healthybee,Paneer Brown Rice Bowl,paneer,90.0,,"{'name': 'Paneer', 'aliases': ['cottage cheese', 'indian cottage cheese', 'paneer cubes'], 'category': 'dairy', 'serving': '50g (3-4 cubes)', 'macros': {'per': '100g', 'kcal': 265, 'protein_g': 18.3, 'carbs_g': 1.2, 'fat_g': 20.8, 'fiber_g': 0, 'sodium_mg': 18}, 'micros': {'calcium_mg': 480, 'phosph"
51ef1dc9-61,healthybee,Paneer Brown Rice Bowl,palak paneer,85.5,,"{'name': 'Palak Paneer', 'aliases': ['spinach paneer', 'spinach cottage cheese'], 'category': 'vegetables', 'serving': '1 katori (150g)', 'macros': {'per': '100g', 'kcal': 145, 'protein_g': 8.5, 'carbs_g': 5.2, 'fat_g': 10.8, 'fiber_g': 2.1, 'sodium_mg': 420}, 'micros': {'iron_mg': 3.8, 'calcium_mg'"
51ef1dc9-61,healthybee,Paneer Brown Rice Bowl,smoothie bowl,85.5,,"{'name': 'Smoothie Bowl', 'aliases': ['fruit smoothie', 'berry smoothie'], 'category': 'breakfast', 'serving': '1 bowl (300g)', 'macros': {'per': '100g', 'kcal': 85, 'protein_g': 2.8, 'carbs_g': 16.5, 'fat_g': 1.2, 'fiber_g': 2.5, 'sodium_mg': 35}, 'micros': {'vitamin_c_mg': 45, 'calcium_mg': 95, 'p"
51ef1dc9-62,healthybee,Veg Brown Rice Bowl,brown rice cooked,70.37037037037037,,"{'name': 'Brown Rice Cooked', 'aliases': ['brown rice', 'unpolished rice'], 'category': 'grains', 'serving': '1 katori (150g)', 'macros': {'per': '100g', 'kcal': 111, 'protein_g': 2.6, 'carbs_g': 23.0, 'fat_g': 0.9, 'fiber_g': 1.8, 'sodium_mg': 5}, 'micros': {'iron_mg': 0.6, 'calcium_mg': 10, 'magne"
51ef1dc9-62,healthybee,Veg Brown Rice Bowl,egg boiled,56.25,,"{'name': 'Egg Boiled', 'aliases': ['boiled egg', 'hard boiled egg'], 'category': 'eggs', 'serving': '1 large egg (50g)', 'macros': {'per': '100g', 'kcal': 155, 'protein_g': 12.6, 'carbs_g': 1.1, 'fat_g': 10.6, 'fiber_g': 0, 'sodium_mg': 124}, 'micros': {'iron_mg': 1.2, 'calcium_mg': 50, 'vitamin_a_m"
51ef1dc9-62,healthybee,Veg Brown Rice Bowl,smoothie bowl,50.0,,"{'name': 'Smoothie Bowl', 'aliases': ['fruit smoothie', 'berry smoothie'], 'category': 'breakfast', 'serving': '1 bowl (300g)', 'macros': {'per': '100g', 'kcal': 85, 'protein_g': 2.8, 'carbs_g': 16.5, 'fat_g': 1.2, 'fiber_g': 2.5, 'sodium_mg': 35}, 'micros': {'vitamin_c_mg': 45, 'calcium_mg': 95, 'p"
51ef1dc9-63,healthybee,Egg Brown Rice Bowl,egg boiled,85.5,,"{'name': 'Egg Boiled', 'aliases': ['boiled egg', 'hard boiled egg'], 'category': 'eggs', 'serving': '1 large egg (50g)', 'macros': {'per': '100g', 'kcal': 155, 'protein_g': 12.6, 'carbs_g': 1.1, 'fat_g': 10.6, 'fiber_g': 0, 'sodium_mg': 124}, 'micros': {'iron_mg': 1.2, 'calcium_mg': 50, 'vitamin_a_m"
51ef1dc9-63,healthybee,Egg Brown Rice Bowl,brown rice cooked,70.37037037037037,,"{'name': 'Brown Rice Cooked', 'aliases': ['brown rice', 'unpolished rice'], 'category': 'grains', 'serving': '1 katori (150g)', 'macros': {'per': '100g', 'kcal': 111, 'protein_g': 2.6, 'carbs_g': 23.0, 'fat_g': 0.9, 'fiber_g': 1.8, 'sodium_mg': 5}, 'micros': {'iron_mg': 0.6, 'calcium_mg': 10, 'magne"
51ef1dc9-63,healthybee,Egg Brown Rice Bowl,smoothie bowl,50.0,,"{'name': 'Smoothie Bowl', 'aliases': ['fruit smoothie', 'berry smoothie'], 'category': 'breakfast', 'serving': '1 bowl (300g)', 'macros': {'per': '100g', 'kcal': 85, 'protein_g': 2.8, 'carbs_g': 16.5, 'fat_g': 1.2, 'fiber_g': 2.5, 'sodium_mg': 35}, 'micros': {'vitamin_c_mg': 45, 'calcium_mg': 95, 'p"
51ef1dc9-64,healthybee,Banana Date Smoothie,banana,90.0,,"{'name': 'Banana', 'aliases': ['ripe banana', 'kela'], 'category': 'fruits', 'serving': '1 medium (100g)', 'macros': {'per': '100g', 'kcal': 89, 'protein_g': 1.1, 'carbs_g': 22.8, 'fat_g': 0.3, 'fiber_g': 2.6, 'sodium_mg': 1}, 'micros': {'potassium_mg': 358, 'vitamin_c_mg': 8.7, 'vitamin_b6_mg': 0.4"
51ef1dc9-64,healthybee,Banana Date Smoothie,smoothie bowl,85.5,,"{'name': 'Smoothie Bowl', 'aliases': ['fruit smoothie', 'berry smoothie'], 'category': 'breakfast', 'serving': '1 bowl (300g)', 'macros': {'per': '100g', 'kcal': 85, 'protein_g': 2.8, 'carbs_g': 16.5, 'fat_g': 1.2, 'fiber_g': 2.5, 'sodium_mg': 35}, 'micros': {'vitamin_c_mg': 45, 'calcium_mg': 95, 'p"
51ef1dc9-64,healthybee,Banana Date Smoothie,vada,67.5,,"{'name': 'Vada', 'aliases': ['medu vada', 'urad dal vada'], 'category': 'snacks', 'serving': '1 piece (40g)', 'macros': {'per': '100g', 'kcal': 240, 'protein_g': 8.2, 'carbs_g': 24.5, 'fat_g': 11.8, 'fiber_g': 3.2, 'sodium_mg': 420}, 'micros': {'iron_mg': 2.5, 'calcium_mg': 42, 'folate_mcg': 85}}"
51ef1dc9-65,healthybee,Banana Milkshake,banana,90.0,,"{'name': 'Banana', 'aliases': ['ripe banana', 'kela'], 'category': 'fruits', 'serving': '1 medium (100g)', 'macros': {'per': '100g', 'kcal': 89, 'protein_g': 1.1, 'carbs_g': 22.8, 'fat_g': 0.3, 'fiber_g': 2.6, 'sodium_mg': 1}, 'micros': {'potassium_mg': 358, 'vitamin_c_mg': 8.7, 'vitamin_b6_mg': 0.4"
51ef1dc9-65,healthybee,Banana Milkshake,biryani chicken,45.16129032258065,,"{'name': 'Biryani Chicken', 'aliases': ['chicken biryani', 'hyderabadi biryani'], 'category': 'rice-dishes', 'serving': '1 plate (250g)', 'macros': {'per': '100g', 'kcal': 185, 'protein_g': 8.5, 'carbs_g': 24.2, 'fat_g': 6.8, 'fiber_g': 1.5, 'sodium_mg': 520}, 'micros': {'iron_mg': 1.8, 'calcium_mg'"
51ef1dc9-65,healthybee,Banana Milkshake,idli,45.0,,"{'name': 'Idli', 'aliases': ['steamed idli', 'rice idli'], 'category': 'breakfast', 'serving': '2 pieces (100g)', 'macros': {'per': '100g', 'kcal': 156, 'protein_g': 4.1, 'carbs_g': 30.4, 'fat_g': 1.4, 'fiber_g': 1.2, 'sodium_mg': 85}, 'micros': {'iron_mg': 0.8, 'calcium_mg': 35, 'vitamin_b1_mg': 0."
51ef1dc9-66,healthybee,Apple Banana Milkshake,banana,90.0,,"{'name': 'Banana', 'aliases': ['ripe banana', 'kela'], 'category': 'fruits', 'serving': '1 medium (100g)', 'macros': {'per': '100g', 'kcal': 89, 'protein_g': 1.1, 'carbs_g': 22.8, 'fat_g': 0.3, 'fiber_g': 2.6, 'sodium_mg': 1}, 'micros': {'potassium_mg': 358, 'vitamin_c_mg': 8.7, 'vitamin_b6_mg': 0.4"
51ef1dc9-66,healthybee,Apple Banana Milkshake,apple,90.0,,"{'name': 'Apple', 'aliases': ['fresh apple', 'seb'], 'category': 'fruits', 'serving': '1 medium (150g)', 'macros': {'per': '100g', 'kcal': 52, 'protein_g': 0.3, 'carbs_g': 13.8, 'fat_g': 0.2, 'fiber_g': 2.4, 'sodium_mg': 1}, 'micros': {'potassium_mg': 107, 'vitamin_c_mg': 4.6, 'calcium_mg': 6}}"
51ef1dc9-66,healthybee,Apple Banana Milkshake,idli,45.0,,"{'name': 'Idli', 'aliases': ['steamed idli', 'rice idli'], 'category': 'breakfast', 'serving': '2 pieces (100g)', 'macros': {'per': '100g', 'kcal': 156, 'protein_g': 4.1, 'carbs_g': 30.4, 'fat_g': 1.4, 'fiber_g': 1.2, 'sodium_mg': 85}, 'micros': {'iron_mg': 0.8, 'calcium_mg': 35, 'vitamin_b1_mg': 0."
51ef1dc9-67,healthybee,"Healthy and flavorful shake prepared with milk, apple, and banana.",banana,60.0,,"{'name': 'Banana', 'aliases': ['ripe banana', 'kela'], 'category': 'fruits', 'serving': '1 medium (100g)', 'macros': {'per': '100g', 'kcal': 89, 'protein_g': 1.1, 'carbs_g': 22.8, 'fat_g': 0.3, 'fiber_g': 2.6, 'sodium_mg': 1}, 'micros': {'potassium_mg': 358, 'vitamin_c_mg': 8.7, 'vitamin_b6_mg': 0.4"
51ef1dc9-67,healthybee,"Healthy and flavorful shake prepared with milk, apple, and banana.",apple,60.0,,"{'name': 'Apple', 'aliases': ['fresh apple', 'seb'], 'category': 'fruits', 'serving': '1 medium (150g)', 'macros': {'per': '100g', 'kcal': 52, 'protein_g': 0.3, 'carbs_g': 13.8, 'fat_g': 0.2, 'fiber_g': 2.4, 'sodium_mg': 1}, 'micros': {'potassium_mg': 107, 'vitamin_c_mg': 4.6, 'calcium_mg': 6}}"
51ef1dc9-67,healthybee,"Healthy and flavorful shake prepared with milk, apple, and banana.",dal tadka,50.0,,"{'name': 'Dal Tadka', 'aliases': ['yellow dal', 'toor dal cooked', 'arhar dal'], 'category': 'pulses', 'serving': '1 katori (150g)', 'macros': {'per': '100g', 'kcal': 108, 'protein_g': 7.2, 'carbs_g': 15.4, 'fat_g': 2.1, 'fiber_g': 3.8, 'sodium_mg': 280}, 'micros': {'iron_mg': 2.1, 'calcium_mg': 35,"
51ef1dc9-68,healthybee,Apple Milkshake,apple,90.0,,"{'name': 'Apple', 'aliases': ['fresh apple', 'seb'], 'category': 'fruits', 'serving': '1 medium (150g)', 'macros': {'per': '100g', 'kcal': 52, 'protein_g': 0.3, 'carbs_g': 13.8, 'fat_g': 0.2, 'fiber_g': 2.4, 'sodium_mg': 1}, 'micros': {'potassium_mg': 107, 'vitamin_c_mg': 4.6, 'calcium_mg': 6}}"
51ef1dc9-68,healthybee,Apple Milkshake,salad mixed,46.15384615384615,,"{'name': 'Salad Mixed', 'aliases': ['green salad', 'vegetable salad', 'garden salad'], 'category': 'salads', 'serving': '1 bowl (150g)', 'macros': {'per': '100g', 'kcal': 25, 'protein_g': 1.2, 'carbs_g': 4.8, 'fat_g': 0.3, 'fiber_g': 2.5, 'sodium_mg': 15}, 'micros': {'vitamin_a_mcg': 285, 'vitamin_c"
51ef1dc9-68,healthybee,Apple Milkshake,idli,45.0,,"{'name': 'Idli', 'aliases': ['steamed idli', 'rice idli'], 'category': 'breakfast', 'serving': '2 pieces (100g)', 'macros': {'per': '100g', 'kcal': 156, 'protein_g': 4.1, 'carbs_g': 30.4, 'fat_g': 1.4, 'fiber_g': 1.2, 'sodium_mg': 85}, 'micros': {'iron_mg': 0.8, 'calcium_mg': 35, 'vitamin_b1_mg': 0."
51ef1dc9-69,healthybee,Pomegranate Juice [sugar-free],poha,60.00000000000001,,"{'name': 'Poha', 'aliases': ['beaten rice', 'chivda', 'flattened rice'], 'category': 'breakfast', 'serving': '1 plate (150g)', 'macros': {'per': '100g', 'kcal': 158, 'protein_g': 2.1, 'carbs_g': 30.8, 'fat_g': 2.5, 'fiber_g': 1.8, 'sodium_mg': 320}, 'micros': {'iron_mg': 3.2, 'calcium_mg': 18, 'vita"
51ef1dc9-69,healthybee,Pomegranate Juice [sugar-free],rajma,54.0,,"{'name': 'Rajma', 'aliases': ['kidney beans', 'rajma masala', 'red kidney beans'], 'category': 'pulses', 'serving': '1 katori (150g)', 'macros': {'per': '100g', 'kcal': 127, 'protein_g': 8.7, 'carbs_g': 22.8, 'fat_g': 0.5, 'fiber_g': 6.4, 'sodium_mg': 380}, 'micros': {'iron_mg': 2.5, 'calcium_mg': 5"
51ef1dc9-69,healthybee,Pomegranate Juice [sugar-free],upma,51.42857142857142,,"{'name': 'Upma', 'aliases': ['rava upma', 'suji upma', 'semolina upma'], 'category': 'breakfast', 'serving': '1 plate (150g)', 'macros': {'per': '100g', 'kcal': 172, 'protein_g': 3.8, 'carbs_g': 28.5, 'fat_g': 4.8, 'fiber_g': 1.5, 'sodium_mg': 385}, 'micros': {'iron_mg': 1.5, 'calcium_mg': 22, 'vita"
51ef1dc9-70,healthybee,Basil Papaya Juice [sugar-free],aloo paratha,52.5,,"{'name': 'Aloo Paratha', 'aliases': ['potato paratha', 'stuffed paratha'], 'category': 'breakfast', 'serving': '1 piece (120g)', 'macros': {'per': '100g', 'kcal': 285, 'protein_g': 5.8, 'carbs_g': 38.5, 'fat_g': 11.8, 'fiber_g': 3.2, 'sodium_mg': 480}, 'micros': {'iron_mg': 2.2, 'calcium_mg': 42, 'v"
51ef1dc9-70,healthybee,Basil Papaya Juice [sugar-free],pakora,51.300000000000004,,"{'name': 'Pakora', 'aliases': ['bhajiya', 'vegetable pakora', 'onion pakora'], 'category': 'snacks', 'serving': '5 pieces (75g)', 'macros': {'per': '100g', 'kcal': 235, 'protein_g': 5.8, 'carbs_g': 22.4, 'fat_g': 13.5, 'fiber_g': 2.8, 'sodium_mg': 450}, 'micros': {'iron_mg': 2.2, 'calcium_mg': 35, '"
51ef1dc9-70,healthybee,Basil Papaya Juice [sugar-free],dal tadka,50.0,,"{'name': 'Dal Tadka', 'aliases': ['yellow dal', 'toor dal cooked', 'arhar dal'], 'category': 'pulses', 'serving': '1 katori (150g)', 'macros': {'per': '100g', 'kcal': 108, 'protein_g': 7.2, 'carbs_g': 15.4, 'fat_g': 2.1, 'fiber_g': 3.8, 'sodium_mg': 280}, 'micros': {'iron_mg': 2.1, 'calcium_mg': 35,"
51ef1dc9-71,healthybee,Carrot Beetroot Juice [sugar-free],chicken curry,48.46153846153846,,"{'name': 'Chicken Curry', 'aliases': ['chicken masala', 'chicken gravy'], 'category': 'poultry', 'serving': '1 katori (150g)', 'macros': {'per': '100g', 'kcal': 165, 'protein_g': 18.5, 'carbs_g': 4.2, 'fat_g': 8.5, 'fiber_g': 1.2, 'sodium_mg': 480}, 'micros': {'iron_mg': 1.5, 'zinc_mg': 1.8, 'vitami"
51ef1dc9-71,healthybee,Carrot Beetroot Juice [sugar-free],brown rice cooked,45.26470588235294,,"{'name': 'Brown Rice Cooked', 'aliases': ['brown rice', 'unpolished rice'], 'category': 'grains', 'serving': '1 katori (150g)', 'macros': {'per': '100g', 'kcal': 111, 'protein_g': 2.6, 'carbs_g': 23.0, 'fat_g': 0.9, 'fiber_g': 1.8, 'sodium_mg': 5}, 'micros': {'iron_mg': 0.6, 'calcium_mg': 10, 'magne"
51ef1dc9-71,healthybee,Carrot Beetroot Juice [sugar-free],paneer,45.0,,"{'name': 'Paneer', 'aliases': ['cottage cheese', 'indian cottage cheese', 'paneer cubes'], 'category': 'dairy', 'serving': '50g (3-4 cubes)', 'macros': {'per': '100g', 'kcal': 265, 'protein_g': 18.3, 'carbs_g': 1.2, 'fat_g': 20.8, 'fiber_g': 0, 'sodium_mg': 18}, 'micros': {'calcium_mg': 480, 'phosph"
51ef1dc9-72,healthybee,Basil Watermelon Juice [sugar-free],chicken curry,48.46153846153846,,"{'name': 'Chicken Curry', 'aliases': ['chicken masala', 'chicken gravy'], 'category': 'poultry', 'serving': '1 katori (150g)', 'macros': {'per': '100g', 'kcal': 165, 'protein_g': 18.5, 'carbs_g': 4.2, 'fat_g': 8.5, 'fiber_g': 1.2, 'sodium_mg': 480}, 'micros': {'iron_mg': 1.5, 'zinc_mg': 1.8, 'vitami"
51ef1dc9-72,healthybee,Basil Watermelon Juice [sugar-free],masala dosa,47.36842105263159,,"{'name': 'Masala Dosa', 'aliases': ['potato dosa', 'aloo dosa'], 'category': 'breakfast', 'serving': '1 piece (200g)', 'macros': {'per': '100g', 'kcal': 185, 'protein_g': 4.2, 'carbs_g': 28.5, 'fat_g': 5.8, 'fiber_g': 2.1, 'sodium_mg': 280}, 'micros': {'iron_mg': 1.4, 'calcium_mg': 32, 'vitamin_c_mg"
51ef1dc9-72,healthybee,Basil Watermelon Juice [sugar-free],palak paneer,46.95652173913043,,"{'name': 'Palak Paneer', 'aliases': ['spinach paneer', 'spinach cottage cheese'], 'category': 'vegetables', 'serving': '1 katori (150g)', 'macros': {'per': '100g', 'kcal': 145, 'protein_g': 8.5, 'carbs_g': 5.2, 'fat_g': 10.8, 'fiber_g': 2.1, 'sodium_mg': 420}, 'micros': {'iron_mg': 3.8, 'calcium_mg'"
51ef1dc9-73,healthybee,Balance Fruit Bowl,banana,65.45454545454547,,"{'name': 'Banana', 'aliases': ['ripe banana', 'kela'], 'category': 'fruits', 'serving': '1 medium (100g)', 'macros': {'per': '100g', 'kcal': 89, 'protein_g': 1.1, 'carbs_g': 22.8, 'fat_g': 0.3, 'fiber_g': 2.6, 'sodium_mg': 1}, 'micros': {'potassium_mg': 358, 'vitamin_c_mg': 8.7, 'vitamin_b6_mg': 0.4"
51ef1dc9-73,healthybee,Balance Fruit Bowl,palak paneer,49.090909090909086,,"{'name': 'Palak Paneer', 'aliases': ['spinach paneer', 'spinach cottage cheese'], 'category': 'vegetables', 'serving': '1 katori (150g)', 'macros': {'per': '100g', 'kcal': 145, 'protein_g': 8.5, 'carbs_g': 5.2, 'fat_g': 10.8, 'fiber_g': 2.1, 'sodium_mg': 420}, 'micros': {'iron_mg': 3.8, 'calcium_mg'"
51ef1dc9-73,healthybee,Balance Fruit Bowl,egg boiled,48.0,,"{'name': 'Egg Boiled', 'aliases': ['boiled egg', 'hard boiled egg'], 'category': 'eggs', 'serving': '1 large egg (50g)', 'macros': {'per': '100g', 'kcal': 155, 'protein_g': 12.6, 'carbs_g': 1.1, 'fat_g': 10.6, 'fiber_g': 0, 'sodium_mg': 124}, 'micros': {'iron_mg': 1.2, 'calcium_mg': 50, 'vitamin_a_m"
51ef1dc9-74,healthybee,Fruit Custard Bowl,fish curry,50.0,,"{'name': 'Fish Curry', 'aliases': ['machli curry', 'bengali fish curry'], 'category': 'seafood', 'serving': '1 katori (150g)', 'macros': {'per': '100g', 'kcal': 135, 'protein_g': 16.8, 'carbs_g': 3.5, 'fat_g': 5.8, 'fiber_g': 0.8, 'sodium_mg': 485}, 'micros': {'iron_mg': 1.2, 'calcium_mg': 42, 'vita"
51ef1dc9-74,healthybee,Fruit Custard Bowl,smoothie bowl,49.03225806451612,,"{'name': 'Smoothie Bowl', 'aliases': ['fruit smoothie', 'berry smoothie'], 'category': 'breakfast', 'serving': '1 bowl (300g)', 'macros': {'per': '100g', 'kcal': 85, 'protein_g': 2.8, 'carbs_g': 16.5, 'fat_g': 1.2, 'fiber_g': 2.5, 'sodium_mg': 35}, 'micros': {'vitamin_c_mg': 45, 'calcium_mg': 95, 'p"
51ef1dc9-74,healthybee,Fruit Custard Bowl,brown rice cooked,48.857142857142854,,"{'name': 'Brown Rice Cooked', 'aliases': ['brown rice', 'unpolished rice'], 'category': 'grains', 'serving': '1 katori (150g)', 'macros': {'per': '100g', 'kcal': 111, 'protein_g': 2.6, 'carbs_g': 23.0, 'fat_g': 0.9, 'fiber_g': 1.8, 'sodium_mg': 5}, 'micros': {'iron_mg': 0.6, 'calcium_mg': 10, 'magne"
51ef1dc9-75,healthybee,Quinoa Chickpea Tabbouleh Salad,quinoa cooked,85.5,,"{'name': 'Quinoa Cooked', 'aliases': ['quinoa', 'cooked quinoa'], 'category': 'grains', 'serving': '1 katori (150g)', 'macros': {'per': '100g', 'kcal': 120, 'protein_g': 4.4, 'carbs_g': 21.3, 'fat_g': 1.9, 'fiber_g': 2.8, 'sodium_mg': 7}, 'micros': {'iron_mg': 1.5, 'calcium_mg': 17, 'magnesium_mg': "
51ef1dc9-75,healthybee,Quinoa Chickpea Tabbouleh Salad,salad mixed,85.5,,"{'name': 'Salad Mixed', 'aliases': ['green salad', 'vegetable salad', 'garden salad'], 'category': 'salads', 'serving': '1 bowl (150g)', 'macros': {'per': '100g', 'kcal': 25, 'protein_g': 1.2, 'carbs_g': 4.8, 'fat_g': 0.3, 'fiber_g': 2.5, 'sodium_mg': 15}, 'micros': {'vitamin_a_mcg': 285, 'vitamin_c"
51ef1dc9-75,healthybee,Quinoa Chickpea Tabbouleh Salad,chickpeas curry,65.76923076923076,,"{'name': 'Chickpeas Curry', 'aliases': ['chana masala', 'chole', 'chickpea curry', 'garbanzo beans'], 'category': 'pulses', 'serving': '1 katori (150g)', 'macros': {'per': '100g', 'kcal': 164, 'protein_g': 8.9, 'carbs_g': 27.4, 'fat_g': 2.6, 'fiber_g': 7.6, 'sodium_mg': 350}, 'micros': {'iron_mg': 2"
51ef1dc9-76,healthybee,Peanut Butter Fruits Oatmeal,butter chicken,85.5,,"{'name': 'Butter Chicken', 'aliases': ['murgh makhani', 'chicken makhani'], 'category': 'poultry', 'serving': '1 katori (150g)', 'macros': {'per': '100g', 'kcal': 235, 'protein_g': 14.5, 'carbs_g': 6.8, 'fat_g': 17.2, 'fiber_g': 1.2, 'sodium_mg': 620}, 'micros': {'iron_mg': 1.5, 'calcium_mg': 58, 'v"
51ef1dc9-76,healthybee,Peanut Butter Fruits Oatmeal,tomato,60.00000000000001,,"{'name': 'Tomato', 'aliases': ['fresh tomato', 'tamatar'], 'category': 'vegetables', 'serving': '1 medium (100g)', 'macros': {'per': '100g', 'kcal': 18, 'protein_g': 0.9, 'carbs_g': 3.9, 'fat_g': 0.2, 'fiber_g': 1.2, 'sodium_mg': 5}, 'micros': {'vitamin_c_mg': 13.7, 'vitamin_a_mcg': 42, 'potassium_m"
51ef1dc9-76,healthybee,Peanut Butter Fruits Oatmeal,rajma,54.0,,"{'name': 'Rajma', 'aliases': ['kidney beans', 'rajma masala', 'red kidney beans'], 'category': 'pulses', 'serving': '1 katori (150g)', 'macros': {'per': '100g', 'kcal': 127, 'protein_g': 8.7, 'carbs_g': 22.8, 'fat_g': 0.5, 'fiber_g': 6.4, 'sodium_mg': 380}, 'micros': {'iron_mg': 2.5, 'calcium_mg': 5"
51ef1dc9-77,healthybee,Fruit Milk Oats,tomato,54.0,,"{'name': 'Tomato', 'aliases': ['fresh tomato', 'tamatar'], 'category': 'vegetables', 'serving': '1 medium (100g)', 'macros': {'per': '100g', 'kcal': 18, 'protein_g': 0.9, 'carbs_g': 3.9, 'fat_g': 0.2, 'fiber_g': 1.2, 'sodium_mg': 5}, 'micros': {'vitamin_c_mg': 13.7, 'vitamin_a_mcg': 42, 'potassium_m"
51ef1dc9-77,healthybee,Fruit Milk Oats,sprouts,49.090909090909086,,"{'name': 'Sprouts', 'aliases': ['moong sprouts', 'mixed sprouts'], 'category': 'pulses', 'serving': '1 katori (100g)', 'macros': {'per': '100g', 'kcal': 30, 'protein_g': 3.0, 'carbs_g': 5.9, 'fat_g': 0.2, 'fiber_g': 1.8, 'sodium_mg': 6}, 'micros': {'iron_mg': 1.3, 'calcium_mg': 13, 'vitamin_c_mg': 1"
51ef1dc9-77,healthybee,Fruit Milk Oats,oats porridge,47.5,,"{'name': 'Oats Porridge', 'aliases': ['oatmeal', 'daliya', 'oats'], 'category': 'breakfast', 'serving': '1 katori (200g)', 'macros': {'per': '100g', 'kcal': 68, 'protein_g': 2.4, 'carbs_g': 12.0, 'fat_g': 1.4, 'fiber_g': 1.7, 'sodium_mg': 49}, 'micros': {'iron_mg': 0.7, 'calcium_mg': 9, 'magnesium_m"
51ef1dc9-78,healthybee,Milk Oats,oats porridge,58.46153846153846,,"{'name': 'Oats Porridge', 'aliases': ['oatmeal', 'daliya', 'oats'], 'category': 'breakfast', 'serving': '1 katori (200g)', 'macros': {'per': '100g', 'kcal': 68, 'protein_g': 2.4, 'carbs_g': 12.0, 'fat_g': 1.4, 'fiber_g': 1.7, 'sodium_mg': 49}, 'micros': {'iron_mg': 0.7, 'calcium_mg': 9, 'magnesium_m"
51ef1dc9-78,healthybee,Milk Oats,tomato,54.0,,"{'name': 'Tomato', 'aliases': ['fresh tomato', 'tamatar'], 'category': 'vegetables', 'serving': '1 medium (100g)', 'macros': {'per': '100g', 'kcal': 18, 'protein_g': 0.9, 'carbs_g': 3.9, 'fat_g': 0.2, 'fiber_g': 1.2, 'sodium_mg': 5}, 'micros': {'vitamin_c_mg': 13.7, 'vitamin_a_mcg': 42, 'potassium_m"
51ef1dc9-78,healthybee,Milk Oats,idli,51.42857142857142,,"{'name': 'Idli', 'aliases': ['steamed idli', 'rice idli'], 'category': 'breakfast', 'serving': '2 pieces (100g)', 'macros': {'per': '100g', 'kcal': 156, 'protein_g': 4.1, 'carbs_g': 30.4, 'fat_g': 1.4, 'fiber_g': 1.2, 'sodium_mg': 85}, 'micros': {'iron_mg': 0.8, 'calcium_mg': 35, 'vitamin_b1_mg': 0."
51ef1dc9-79,healthybee,Brown Rice (200 gm),brown rice cooked,70.37037037037037,,"{'name': 'Brown Rice Cooked', 'aliases': ['brown rice', 'unpolished rice'], 'category': 'grains', 'serving': '1 katori (150g)', 'macros': {'per': '100g', 'kcal': 111, 'protein_g': 2.6, 'carbs_g': 23.0, 'fat_g': 0.9, 'fiber_g': 1.8, 'sodium_mg': 5}, 'micros': {'iron_mg': 0.6, 'calcium_mg': 10, 'magne"
51ef1dc9-79,healthybee,Brown Rice (200 gm),smoothie bowl,41.5625,,"{'name': 'Smoothie Bowl', 'aliases': ['fruit smoothie', 'berry smoothie'], 'category': 'breakfast', 'serving': '1 bowl (300g)', 'macros': {'per': '100g', 'kcal': 85, 'protein_g': 2.8, 'carbs_g': 16.5, 'fat_g': 1.2, 'fiber_g': 2.5, 'sodium_mg': 35}, 'micros': {'vitamin_c_mg': 45, 'calcium_mg': 95, 'p"
51ef1dc9-79,healthybee,Brown Rice (200 gm),biryani chicken,41.17647058823529,,"{'name': 'Biryani Chicken', 'aliases': ['chicken biryani', 'hyderabadi biryani'], 'category': 'rice-dishes', 'serving': '1 plate (250g)', 'macros': {'per': '100g', 'kcal': 185, 'protein_g': 8.5, 'carbs_g': 24.2, 'fat_g': 6.8, 'fiber_g': 1.5, 'sodium_mg': 520}, 'micros': {'iron_mg': 1.8, 'calcium_mg'"
